Name,Review,UpVotes,Rating,Date
Liviu B,"I use it on pc but didn't know why I haven't used it on my phone until now. Any way, offers all you need. Thank you team. There is an issue though. I saved and listen my podcast on VLC by the list doesn't update with new episodes. What should I do. Delete and save again doesn't sound good for me. Edit: can't play YouTube videos anymore. Some still work but most of them don't. Update: I can't play YouTube videos anymore. Can you fix this please",30,2,"March 2, 2020"
Frank Kinuthia,"There's a constant bug whereby everytime I open the app and it starts parsing media, the app size grows to more than 2 gigs and keeps growing. Fix your mess!! This is a media player, not a heavy game like PUBG, so it doesn't require such large memory occupation. Fix this cause it's annoying!!!!",13,5,"February 2, 2020"
Peter Blaikie,"I love VLC on my PC. Used to like it on my Android phone but it doesn't work on the S10+. I hate to give bad reviews but this app just doesn't work even after latest updates. Movies pauses every 2 seconds & doesn't restart. Time to look for a new video glare for android. I would prefer to use VLC, once it is fixed.",37,1,"February 14, 2020"
Shubham Shukla,"It still have the same issue of stopping music while playing video as audio after 30 seconds. Earlier versions did not have this bug but after recent updates this issue came along with it. If there would have been no such issue, I would have given 5 Star ratings cause VLC is the best player for android.",41,1,"February 5, 2020"
Bernardo Moreira,"Won't play mkv files I love vlc on my computer, and have used as long as I can remember. I just knew about this app and was I got pretty excited. However, I can't seem to make it play mkv files. I have tried with multiple videos now, and only the first frame plays while the audio works fine... The files are not corrupted, if I transfer them to my pc and use vlc there, it works fine.. The rest of the app is simply amazing as I would expect from vlc anyway... I would love to figure this out!",33,3,"February 7, 2020"
Alexandra Wolfe,This has been my primary video playing app for years but the latest update has really done a number on it. It forgets where it is and has trouble with some files types it never had before. It's still my preferred but if problems continue I will find something else.,32,2,"February 8, 2020"
Mahender,"I have been die hard fan VLC for windows., But when it comes to android I had used MX player for years, not knowingly that vlc is available for Android, I have been using vlc for Android couple of weeks now, it's just awesome, it can smoothly play 720p and 1080p content without breaking sweat , where as MX player max out 480p. And most importantly no ad's at all. Should have known earlier that Vlc exists for Android too.",24,3,"February 19, 2020"
William Lige,"Need to be able to sort by date added, date modified, etc. Until then it's hard to give 4 or 5 stars. I have to search WHOLE list for something I just added. What's worst is I sometimes don't know the name of the file that's added. I'm sorry VLC this should have been a no brainer.",60,5,"February 25, 2020"
Pedro V,I have been using the VLC player across all platforms without issues. The people complaining about VLC not working any more after switching to a new device are being inconsiderate towards the app since it's not possible for the developers to test every single Android devices in existence to see if they app works or not with your devices. Think about it there is thousands of Android devices with different Android OS versions.,443,1,"April 1, 2020"
konain baig,No external audio track option,,5,"April 2, 2020"
Paul Wong,"No option to play next file automatically in a folder. (This option is available on the desktop version why isn't it available for Android???) Also while on the go, accidentally deleted my folder of music when trying to add to Playlist just so it'd play all songs in the folder. Damn was that annoying!",116,1,"March 4, 2020"
Peter Loew,App will not open after the latest update.,,1,"April 13, 2020"
olowe aminat adebisi,My subtitle is not working why?,,1,"March 22, 2020"
Brendan Murphy,The best no-nonsense video app on any playform,,3,"April 10, 2020"
Fanuel Festus,does not working on my Samsung A2 core anymore.,,5,"April 20, 2020"
REBEL CLASHER,"Waste app Sometimes there will be so many glitches in the app and can't play the video Videos will be shown double(original,glithed) As MX PLAYER IS better than this but there will be unwanted features in it like whattsaap status download,movies online but there is no glitches in it but here Calci it will be so many glitches ,when we refreshed the videos it will slowly search the internal media",25,1,"February 19, 2020"
MedamobI,The subtitles can't even download anymore,1,1,"March 15, 2020"
Theo Priosti,"Always the best video player, both on PC and mobile. I am not happy with one thing, subtitles in .smi format are not reproduced correctly. A code is shown instead of showing the apostrophe. Both on the computer and on Android. When you have full support for .smi subtitles, you get 5 stars.",92,2,"February 3, 2020"
Denis Bach,"This is the Swiss Army knife for Android, Fire and PC! 1.It plays every AV file type. 2.It speeds up talkies with minimal artifacts. 3.It slows down music without changing the key and with minimal artifacts. 4.Hotkeys on PC are useful. OPEN SOURCE IS THE FUTURE! Meritocracy, scientific method and free speech is a successful future. Corruption isn't. The new (to humankind) Jesus experiment CAN WORK!",31,3,"February 8, 2020"
Prabh Sadhioura,Drain Battery too much but offers helpful features,1,5,"March 29, 2020"
Miodrag Mitić,sound in some mkv files is not OK,,4,"April 29, 2020"
Haryati Widiwiyatmoko,crash sometimes during movie play on minix u9-h android 7,,3,"April 2, 2020"
Jermaine Rogers,"Glad to have the delete option back. Seems now the app has a problem keeping the filenames straight. Simply refreshing doesn't help. When I delete a file, the name is apparently assigned to a remaining file. I can only tell what the real filename is by looking at the information.",24,2,"February 17, 2020"
iAmThe_Lion_ Lionel,"So i finally used VLC today to test it. I only have one request. If i put my music videos and audios in one place, i need them to play that folder like a normal playlist...That is i can play an audio file and click next to play a video file with no problems like MX. If you implement this, i will be your fan for life. That is why i give a 4 star Othewise good player with no ads...",201,2,"February 7, 2020"
Gab White,Replay options should be worked on better,,4,"March 25, 2020"
Q B,"I've had zero problems with VLC. It does everything, plays everything. It streams. You can play movies as audio only so u can turn off the screen and fall to sleep listening to a movie. Pop up player is adjustable. I don't get why anyone would rate this less than maybe 4 stars, TBH.",40,5,"February 14, 2020"
Stephen M.,"Why in the ever loving **** would you give the option of deleting entire storage locations from within the app? I was trying to remove my internal storage from the directory so the app would not detect files from it (only the SD card) using the delete option, only to find out that it literally deleted everything on the phone (media-wise). Poof--a thousand priceless photos gone.",26,5,"March 4, 2020"
Mille The Great,Actually one of the best. The app is perfect in every way.,,3,"April 9, 2020"
Manikandan Vaibhavam,Its good because it have support more video formats,,5,"April 11, 2020"
SweetSongs,"Great player, great sound lots of options to make your listening experience better. But the one star they mist for me is with the flow of the app. You can do lots of stuff just wish you could do them quicker and easier. But overall it's a great pick",10,4,"March 15, 2020"
P.Nagarjuna Sawanth Saptharshi,This App Not Support All High Quality Format Video's Please Access This Features,,4,"April 7, 2020"
Brandon Schoenfeld,Best range of options that ive found in a media player app,,4,"April 29, 2020"
Parveen kumar,"Really BAD for videos . While seeking back & forward, IT Sucksss ! Audio & video mismatch & Laggs like Crazy . While other don't , i want to use this because it is Open-source & Add-Free. But i am disappointed. Team VideoLABs please improve this ! 😔 👉 UPDATE : i Downloaded VLC from VideoLan Website & it works flawlessly (v3.2.3) . There is some problem with play store Version 🤔",5,5,"February 12, 2020"
リーンLean,Problem on having it to fit screen it just only zoomed the video. Can you fix this? I have some videos on sd and when i resize it to best fit or others except the fit screen it have a big border. Well on 720p it have no problem wheb just having it on center. JUST FIX THE FIT screen thats all that I asked before I uninstall and find other application.,43,5,"February 6, 2020"
Digipop Thetab,Best free media player for Android.,,3,"March 11, 2020"
krk creations,Best player this app play video that doesn't work in other player,,5,"March 14, 2020"
Francois Groenewald,Multiple bookmarks will be most welcome.,,5,"March 19, 2020"
