,Name,Review,Label,UpVotes,Rating,Date,Keywords
708,Rheza,"Best sound, will perform what other apps wont perform.would be better if it allows one to set hisher own desired settings of the equalizer.","['Functional Complaint', 'Update Issue']",,2.0,"February 4, 2020","['sound', 'perform', 'apps wont perform', 'set hisher', 'desired settings', 'equalizer']"
709,Clement Waweru,"Great to have VLC on mobile, but would be nice to have more extensive sort features in file lists, like by date for example.","['Functional Complaint', 'Update Issue']",8.0,2.0,"January 9, 2020","['great', 'vlc', 'mobile', 'nice', 'extensive sort features', 'file lists', 'date']"
710,Billy Kyle,We can use these new version for increasing sound from 100 to 200 so its useful but it makes some worst effect on mobile speaker also the VLC need increase picture quality,"['Functional Complaint', 'Update Issue']",,4.0,"January 19, 2020","['version', 'increasing sound', 'makes', 'worst effect', 'mobile speaker', 'vlc', 'increase picture quality']"
711,Shyam Karnake,"Used this app for 2 years, it updated and now my show are no longer grouped, seasons aren't in their folder's anymore, switching to a different app.",['Functional Complaint'],4.0,4.0,"December 6, 2019","['app', '2 years', 'updated', 'show', 'longer grouped', 'seasons aren', 'folder', 'anymore', 'switching', 'app']"
712,Kyle Green,Well now I can't save or see my equalizer presets there is no number representing were slider is it just says - 20db across the whole spectrum otherwise it's always been a good app,"['Functional Complaint', 'Update Issue']",2.0,4.0,"December 11, 2019","['save', 'equalizer presets', 'number representing', 'slider', '20db', 'spectrum', 'good app']"
713,Josiah Jensen,Love it...plays nearly all of the formats. Most bang for the buck,['Functional Complaint'],2.0,1.0,"December 20, 2019","['love', 'plays', 'formats', 'bang', 'buck']"
714,Corb See,Still has problems playing back .mkv files. Overall a solid media player. Playback on a Samsung Galaxy Tab A (2018 model),['Functional Complaint'],6.0,4.0,"January 1, 2020","['problems playing back', 'mkv files', 'solid media player', 'playback', 'samsung galaxy tab', '2018 model']"
715,Oni Zuka,Everytime I have a new video or movie it will not appear in this app even I scan it multiple times it will only appear if I uninstall it. Worst app ever,['Functional Complaint'],1.0,5.0,"January 2, 2020","['everytime', 'video', 'movie', 'app', 'scan', 'multiple times', 'uninstall', 'worst app']"
716,Alexis Dimaranan,Been using this than the default video player. I prefer this because it can continue where I last watch,"['Functional Complaint', 'Update Issue']",1.0,3.0,"January 12, 2020","['default video player', 'prefer', 'continue', 'watch']"
717,J P,Please add option to change font of subtitles.,"['Functional Complaint', 'Update Issue']",1.0,1.0,"January 29, 2020","['add option', 'change font', 'subtitles']"
718,Kapil Faujdar,Normally great. The last update won't allow to delete a file directly from the app. Please fix.,"['Functional Complaint', 'Update Issue']",,5.0,"February 10, 2020","['great', 'update won', 'delete', 'file directly', 'app', 'fix']"
719,Mark Hale,Best video and music player Only there's bug in subtitle when I go away from my mobile and return to it click subtitle button download subtitle doesn't work correctly I hope to fix it as soon as possible,['Functional Complaint'],2.0,5.0,"December 14, 2019","['video', 'music player', 'bug', 'subtitle', 'mobile', 'return', 'click subtitle button download subtitle doesn', 'work correctly', 'hope', 'fix']"
720,Khalil Al-Maasali,Very !!!!!! Planut i.e good but doesn't. Play those movies in parts and in series one after the other since I update this week Why is this ?I have to go back and play the next part,['Functional Complaint'],1.0,4.0,"December 23, 2019","['planut', 'good', 'doesn', 'play', 'movies', 'parts', 'series', 'update', 'week', 'back', 'play', 'part']"
721,Oluwabamiji Adebamiji Emmanuel,Not good... 1.takes so much time to scan media 2.can't browse video by folder 3.no indicator of new videos 4.can't sort by time in directories 5.can't zoom in or zoom out 6.no customization,['Functional Complaint'],1.0,4.0,"January 10, 2020","['good', 'takes', 'time', 'scan media 2', 'browse video', 'folder 3', 'indicator', 'videos 4', 'sort', 'time', 'directories 5', 'zoom', 'zoom', 'customization']"
722,Md Yashir Arafat Zishun,Excellent app. Especially for andriod boxes. No other app works with the remote controller like this one.,['Functional Complaint'],3.0,5.0,"December 8, 2019","['excellent app', 'andriod boxes', 'app works', 'remote controller']"
723,Haki Fejzullai,After the update the videos have stopped working,"['Functional Complaint', 'Update Issue']",3.0,1.0,"January 25, 2020","['update', 'videos', 'stopped working']"
724,kalpesh jindal,Can't skip to parts when playing video. Such a simple and important feature missing.,"['Functional Complaint', 'Update Issue']",,5.0,"February 3, 2020","['skip', 'parts', 'playing video', 'simple', 'important feature missing']"
725,Hk Wong,I dont want moving titles of Videos highly annoying and cannot properly watch episodes names and double tap to move ten seconds show huge curve black effects please fix this.,['Functional Complaint'],2.0,1.0,"December 6, 2019","['dont', 'moving titles', 'videos highly annoying', 'properly watch episodes names', 'double tap', 'move ten seconds show huge curve black effects', 'fix']"
726,raza raza,this version have problems.. srt subtitles are not working well. unlike the previous versions.,"['Functional Complaint', 'Update Issue']",4.0,4.0,"December 10, 2019","['version', 'problems', 'srt subtitles', 'working', 'unlike', 'previous versions']"
727,Ryan Bernadas,"I can't download subtitles in your new update. Please fix it, thank you.",['Functional Complaint'],2.0,2.0,"December 13, 2019","['download subtitles', 'update', 'fix']"
728,yahknow,"It is behaving funny these days, but i like the volume. All the content of my playlist disappeared",['Functional Complaint'],1.0,4.0,"December 17, 2019","['behaving funny', 'days', 'volume', 'content', 'playlist disappeared']"
729,Powei Mathew Imoemiye,"I prefer the formal update, this update is lagging and if I try to forward a movie on it, it just goes back some seconds..... It's annoying",['Functional Complaint'],,2.0,"December 30, 2019","['prefer', 'formal update', 'update', 'lagging', 'forward', 'movie', 'back', 'seconds', 'annoying']"
730,Eniola Abraham,"New updates kinda ruined the app for me. I can make a playlist, but I can't delete any songs from the playlist, nor can I move any songs within the playlist.",['Functional Complaint'],7.0,3.0,"December 31, 2019","['updates kinda ruined', 'app', 'make', 'playlist', 'delete', 'songs', 'playlist', 'move', 'songs', 'playlist']"
731,Dave Kovac,It is buggy when fast forwarding and reversing the media. Outside that it's okay.,"['Functional Complaint', 'Update Issue']",7.0,1.0,"January 2, 2020","['buggy', 'fast forwarding', 'reversing', 'media']"
732,Komla Adzam,"Doesn't seem to recognise or play gifs anymore, also the double tap to open should be changed back to a single tap.",['Functional Complaint'],1.0,2.0,"January 12, 2020","['doesn', 'recognise', 'play gifs anymore', 'double tap', 'open', 'changed back', 'single tap']"
733,Billy Moore,"Great video app! Just wish it can be upgraded to have an online video viewing spot. But nevertheless, it is an awesome offline app 👍",['Functional Complaint'],1.0,3.0,"January 9, 2020","['great video app', 'upgraded', 'online video viewing spot', 'awesome offline app 👍']"
734,Dolapo Olayemi,"I loved this app, but cast feature stops for about 10 to 20 seconds.",['Functional Complaint'],7.0,2.0,"January 19, 2020","['loved', 'app', 'cast feature stops', '20 seconds']"
735,Archie Ramirez,"New update broke several things, including network streaming, vlc now replaces all the  in my links to a % so obviously nothing will connect.",['Update Issue'],,5.0,"January 19, 2020","['update broke', 'things', 'including network streaming', 'vlc', 'replaces', 'links', '%', 'connect']"
736,Root Beholder,"The update is horrible! I can't control the size of the player. Meaning, it leaves no ability to use Androids on screen buttons.","['Functional Complaint', 'Update Issue']",4.0,3.0,"December 5, 2019","['update', 'horrible', 'control', 'size', 'player', 'meaning', 'leaves', 'ability', 'androids', 'screen buttons']"
737,Brian D Satterfield,"I like it, but why no ability to play from OneDrive? I think the iOS app has cloud playback so why not on Android too?",['Functional Complaint'],2.0,1.0,"December 8, 2019","['ability', 'play', 'onedrive', 'ios app', 'cloud playback', 'android']"
738,Robin CM,How do you stop the titles from scrolling? Who's the vagenius that came up with that idea? Terrible when looking for file names.,['Functional Complaint'],1.0,1.0,"December 6, 2019","['stop', 'titles', 'scrolling', 'vagenius', 'idea', 'terrible', 'file names']"
739,Donald Trump,Stupid app just made it easy to wipe my entire internal memory thinking it was a playlist.. Needs to be layed out properly for mobile,['Functional Complaint'],3.0,3.0,"December 9, 2019","['stupid app', 'made', 'easy', 'wipe', 'entire internal memory thinking', 'playlist', 'layed', 'properly', 'mobile']"
740,sayed choudhury,Subtitle file not downloading aumetically from online. It shows 'some error occured try again'. Can you please fix this?,"['Functional Complaint', 'Update Issue']",,4.0,"January 24, 2020","['subtitle file', 'downloading aumetically', 'online', 'shows', 'error occured', 'fix']"
741,Hova Tong,Awesome app but one request.. please have 30s rewind forward on audio files as gestures if buttons are not possible,['Functional Complaint'],,1.0,"January 28, 2020","['awesome app', 'request', '30s rewind forward', 'audio files', 'gestures', 'buttons']"
742,Vishal Gurung,"Robust, satisfactory, efficient, user friendly.","['Functional Complaint', 'Update Issue']",,5.0,"February 3, 2020","['robust', 'satisfactory', 'efficient', 'user friendly']"
743,milton pido ocagiwu,The update ruined the app. After the app got updated I now have a problem where not all my files load and that was never a problem I had before the update,['Functional Complaint'],2.0,5.0,"February 7, 2020","['update ruined', 'app', 'app', 'updated', 'problem', 'files load', 'problem', 'update']"
744,P S,VLC is the most advanced & beautiful video player in android market. 😊 💐,['Functional Complaint'],5.0,4.0,"December 10, 2019","['vlc', 'advanced & beautiful video player', 'android market', '😊 💐']"
745,MD. Faisalbeen Faiz,"I will always love VLC, please stop the banner runs........ They're very confusing. Absolutely awesome feature but it's very confusing",['Functional Complaint'],1.0,2.0,"February 11, 2020","['love vlc', 'stop', 'banner runs', 'confusing', 'absolutely awesome feature', 'confusing']"
746,Trevor Anthony Rautenbach,"After the latest update, vlc won't save the last spot you watched a video after closing but saved an earlier spot which is the wrong one","['Functional Complaint', 'Update Issue']",3.0,5.0,"December 17, 2019","['latest update', 'vlc won', 'save', 'spot', 'watched', 'video', 'closing', 'saved', 'earlier spot', 'wrong']"
747,Maziz Azri,Plays most video formats but has an issue that makes my display unresponsive. I have to restart my device.,['Functional Complaint'],2.0,5.0,"December 18, 2019","['plays', 'video formats', 'issue', 'makes', 'display unresponsive', 'restart', 'device']"
